id,name,now_cost,position,team,web_name,transfers_in_event,influence_rank_type,news_added,ict_index_rank_type,assists,selected_rank,direct_freekicks_order,starts_per_90,goals_conceded,threat_rank_type,status,ep_this,news,selected_rank_type,goals_scored,influence_rank,goals_conceded_per_90,selected_by_percent,in_dreamteam,points_per_game_rank,expected_goal_involvements_per_90,influence,form_rank_type,expected_goals_conceded_per_90,chance_of_playing_this_round,ep_next,expected_assists,expected_goals_conceded,points_per_game,cost_change_start,transfers_in,starts,cost_change_start_fall,creativity,saves_per_90,threat_rank,penalties_saved,points_per_game_rank_type,own_goals,bonus,penalties_missed,expected_goals,chance_of_playing_next_round,event_points,clean_sheets,clean_sheets_per_90,transfers_out,cost_change_event,penalties_order,expected_goals_per_90,creativity_rank_type,expected_assists_per_90,value_season,transfers_out_event,form,bps,saves,expected_goal_involvements,form_rank,creativity_rank,corners_and_indirect_freekicks_order,threat,dreamteam_count,now_cost_rank_type,ict_index,now_cost_rank,minutes,yellow_cards,cost_change_event_fall,red_cards,value_form,ict_index_rank,total_points
682,Joseph Johnson,40,DEF,Luton,Johnson,82,234,,234,0,529,,0.0,0,224,a,-1.0,,199,0,592,0.0,0.0,False,604,0.0,0.0,207,0.0,,0.0,0.00,0.00,0.0,0,4170,0,0,0.0,0.0,552,0,231,0,0,0,0.00,,0,0,0.0,2835,0,,0.0,233,0.0,0.0,74,0.0,0,0,0.00,517,577,,0.0,0,229,0.0,724,0,0,0,0,0.0,599,0
727,Andros Townsend,50,MID,Luton,Townsend,12126,111,,113,3,369,,1.14,9,113,a,4.5,,117,1,276,1.71,0.1,False,64,0.32,115.6,8,1.86,,5.5,0.69,9.79,3.9,0,16868,6,0,103.8,0.0,207,0,34,0,3,0,0.99,,11,3,0.57,3238,0,,0.19,109,0.13,7.0,343,5.5,117,0,1.68,13,178,4.0,71.0,1,105,29.0,170,473,0,0,0,1.1,245,35
729,Jayden Luker,45,MID,Luton,Luker,21,297,,300,0,723,,0.0,0,298,a,-1.0,,300,0,713,0.0,0.0,False,718,0.0,0.0,264,0.0,,0.0,0.00,0.00,0.0,0,674,0,0,0.0,0.0,704,0,300,0,0,0,0.00,,0,0,0.0,446,0,,0.0,296,0.0,0.0,14,0.0,0,0,0.00,667,709,,0.0,0,284,0.0,477,0,0,0,0,0.0,719,0
734,Zack Nelson,45,MID,Luton,Nelson,42,294,,297,0,722,,0.0,0,295,a,-1.0,,299,0,710,0.0,0.0,False,715,0.0,0.0,261,0.0,,0.0,0.00,0.00,0.0,0,701,0,0,0.0,0.0,701,0,297,0,0,0,0.00,,0,0,0.0,432,0,,0.0,293,0.0,0.0,25,0.0,0,0,0.00,664,706,,0.0,0,281,0.0,474,0,0,0,0,0.0,716,0
341,Manuel Akanji,49,DEF,Man City,Akanji,6343,48,2023-11-08T09:00:09.507801Z,46,0,78,,1.0,15,51,a,0.0,,26,2,124,1.25,5.2,False,119,0.11,258.6,97,1.01,100.0,2.0,0.70,12.10,3.2,-1,1044988,12,1,112.9,0.0,206,0,34,0,1,0,0.62,100.0,0,3,0.25,1082551,0,,0.05,36,0.06,8.6,8769,1.0,222,0,1.32,287,160,,71.0,0,29,44.3,241,1081,1,0,1,0.2,170,42
342,Nathan Aké,50,DEF,Man City,Aké,11485,56,2023-11-13T01:00:09.634159Z,39,1,80,,0.98,11,14,a,0.0,,28,2,150,1.2,5.1,False,112,0.2,219.8,99,0.83,100.0,2.0,0.63,7.62,3.3,0,714263,9,0,96.3,0.0,123,0,29,0,4,0,1.21,100.0,0,1,0.11,754738,0,,0.13,46,0.07,8.6,5255,1.0,205,0,1.84,290,189,,149.0,0,21,46.5,177,825,0,0,0,0.2,156,43
343,Julián Álvarez,68,FWD,Man City,J.Alvarez,127990,5,,4,8,9,2.0,1.09,15,14,a,0.0,,3,4,53,0.96,27.4,False,26,0.53,345.0,9,0.87,,4.5,4.10,13.56,4.8,3,5020343,17,-3,595.9,0.0,35,0,5,0,11,0,4.29,,0,6,0.38,2960707,-1,3.0,0.27,1,0.26,12.1,68498,3.5,333,0,8.39,78,6,2.0,339.0,2,15,128.0,39,1409,2,1,0,0.5,12,82
344,Bernardo Veiga de Carvalho e Silva,64,MID,Man City,Bernardo,21364,13,2023-09-20T09:00:09.855543Z,19,3,108,,0.99,17,37,a,0.0,,31,4,37,1.3,3.1,False,29,0.4,377.2,32,1.01,100.0,4.8,4.12,13.21,4.6,-1,471429,13,1,420.4,0.0,60,0,18,0,10,0,1.12,100.0,0,2,0.15,637639,0,,0.09,15,0.31,10.2,8486,3.8,302,0,5.24,60,21,3.0,254.0,2,31,105.2,52,1178,3,0,0,0.6,28,65
345,Oscar Bobb,44,MID,Man City,Bobb,152,177,,181,2,500,,0.0,2,199,a,0.0,,172,0,397,2.61,0.1,False,246,0.83,30.4,166,1.32,,1.2,0.64,1.01,2.2,-1,9186,0,1,45.1,0.0,394,0,109,0,0,0,0.00,,0,0,0.0,8139,0,,0.0,161,0.83,2.5,141,0.2,41,0,0.64,377,303,,8.0,0,309,8.3,551,69,0,0,0,0.0,392,11
346,João Cancelo,58,DEF,Man City,Cancelo,0,249,2023-09-01T21:47:31.722632Z,249,0,182,,0.0,0,249,u,0.0,Season-long loan to Barcelona,66,0,761,0.0,1.0,False,761,0.0,0.0,246,0.0,0.0,0.0,0.00,0.00,0.0,-2,23685,0,2,0.0,0.0,761,0,249,0,0,0,0.00,0.0,0,0,0.0,272243,0,,0.0,249,0.0,0.0,212,0.0,0,0,0.00,747,761,,0.0,0,5,0.0,71,0,0,0,0,0.0,761,0
347,Scott Carson,39,GKP,Man City,Carson,29,36,,36,0,433,,0.0,0,5,a,0.0,,64,0,485,0.0,0.1,False,497,0.0,0.0,33,0.0,,1.0,0.00,0.00,0.0,-1,6054,0,1,0.0,0.0,435,0,36,0,0,0,0.00,,0,0,0.0,6680,0,,0.0,14,0.0,0.0,65,0.0,0,0,0.00,401,465,,0.0,0,65,0.0,726,0,0,0,0,0.0,491,0
348,Shea Charles,45,MID,Man City,Charles,0,265,2023-07-11T09:00:10.230763Z,268,0,765,,0.0,0,264,u,0.0,Permanent Transfer to Southampton,330,0,670,0.0,0.0,False,679,0.0,0.0,231,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,656,0,271,0,0,0,0.00,0.0,0,0,0.0,36,0,,0.0,266,0.0,0.0,0,0.0,0,0,0.00,620,666,,0.0,0,243,0.0,420,0,0,0,0,0.0,675,0
349,Kevin De Bruyne,102,MID,Man City,De Bruyne,8778,213,2023-08-12T08:00:06.610027Z,206,0,152,1.0,4.09,0,216,d,0.0,Lack of match fitness - 50% chance of playing,47,0,468,0.0,1.7,False,465,0.73,2.4,334,0.41,50.0,0.5,0.16,0.10,1.0,-3,28626,1,3,18.8,0.0,431,0,218,0,0,0,0.02,50.0,0,0,0.0,1293116,0,4.0,0.08,189,0.65,0.1,1271,0.0,4,0,0.18,765,363,1.0,1.0,0,2,2.2,4,22,0,0,0,0.0,450,1
350,Rúben Gato Alves Dias,55,DEF,Man City,Rúben,7445,38,,36,0,54,,0.99,18,26,a,0.0,,18,0,100,1.27,7.0,False,243,0.12,279.8,76,1.02,,2.5,0.95,14.52,2.3,0,585539,14,0,100.5,0.0,158,0,78,1,1,0,0.73,,0,3,0.21,691725,0,,0.05,42,0.07,6.4,6284,1.5,225,0,1.68,221,183,,104.0,0,8,48.6,100,1275,0,0,0,0.3,146,35
352,Ederson Santana de Moraes,55,GKP,Man City,Ederson M.,10848,16,2023-12-15T18:00:10.673601Z,16,0,20,,1.0,19,87,a,0.0,,3,0,94,1.19,16.1,False,170,0.0,284.8,19,0.97,100.0,2.8,0.02,15.59,2.9,0,1137363,16,0,10.0,1.81,755,0,21,0,0,0,0.00,100.0,0,4,0.25,1253829,0,,0.0,5,0.0,8.4,15317,1.8,261,29,0.02,202,399,,0.0,0,2,29.3,97,1440,3,0,0,0.3,242,46
353,Phil Foden,76,MID,Man City,Foden,56410,18,,9,4,35,,1.01,17,11,a,0.0,,10,4,49,1.15,10.6,False,34,0.42,355.2,16,1.02,,5.8,2.50,15.06,4.5,1,1870229,15,-1,457.8,0.0,23,0,22,0,8,0,3.68,,0,5,0.34,1748341,0,,0.25,11,0.17,10.0,16202,4.8,304,0,6.18,24,15,3.0,412.0,0,12,122.7,19,1334,1,0,0,0.6,14,76
354,Jack Grealish,72,MID,Man City,Grealish,13331,73,2023-12-15T18:00:10.702008Z,71,1,144,,0.83,8,62,a,0.0,,44,3,183,1.33,1.8,False,82,0.61,191.2,6,1.09,100.0,6.8,1.83,6.58,3.7,-3,118293,5,3,197.2,0.0,94,0,43,0,6,0,1.88,100.0,0,2,0.33,499148,0,,0.31,69,0.3,5.1,1751,5.8,144,0,3.71,9,90,,181.0,0,15,57.0,26,543,4,0,0,0.8,118,37
355,Erling Haaland,139,FWD,Man City,Haaland,66014,1,2023-12-10T18:00:10.148960Z,1,5,1,3.0,1.04,16,1,d,0.0,Foot injury - 50% chance of playing,1,14,3,1.11,61.0,True,2,1.12,588.6,20,0.95,50.0,1.6,1.17,13.61,7.5,-1,1320073,15,1,197.5,0.0,1,0,1,0,15,1,14.95,50.0,0,4,0.28,4080735,0,1.0,1.04,5,0.08,8.1,172583,2.2,417,0,16.12,170,89,,810.0,4,1,159.8,1,1294,1,0,0,0.2,3,112
356,Mateo Kovačić,47,MID,Man City,Kovačić,324,131,2023-11-14T11:30:09.729876Z,126,0,269,,0.94,8,132,a,0.0,,87,0,315,1.08,0.4,False,314,0.19,82.0,120,0.72,100.0,2.0,0.80,5.33,1.8,-3,39473,7,3,131.6,0.0,253,0,131,0,0,0,0.61,100.0,0,3,0.4,113303,0,,0.08,97,0.11,4.5,295,1.0,122,0,1.41,276,145,,48.0,0,199,26.1,308,667,2,0,0,0.2,268,21
357,Aymeric Laporte,49,DEF,Man City,Laporte,0,159,2023-08-25T08:36:39.711991Z,155,0,404,,0.0,0,130,u,0.0,Transferred to Al Nassr,154,0,437,0.0,0.1,False,450,0.98,11.4,243,0.57,0.0,0.0,0.00,0.07,1.0,-1,2340,0,1,0.1,0.0,359,0,153,0,0,0,0.12,0.0,0,0,0.0,34295,0,,0.98,171,0.0,0.2,26,0.0,4,0,0.12,693,461,,17.0,0,25,2.9,223,11,0,0,0,0.0,441,1
358,Rico Lewis,43,DEF,Man City,R.Lewis,4233,131,,119,0,265,,1.06,4,83,a,0.0,,103,1,345,1.06,0.4,False,84,0.19,61.0,21,1.15,,4.5,0.40,4.36,3.6,-2,65624,4,2,71.0,0.0,268,0,18,0,1,0,0.31,,0,3,0.79,78537,0,,0.08,67,0.11,6.7,514,3.5,104,0,0.71,71,238,,42.0,0,152,17.4,607,340,1,0,0,0.8,326,29
359,Riyad Mahrez,75,MID,Man City,Mahrez,0,334,2023-07-31T07:05:47.120993Z,334,0,541,,0.0,0,334,u,0.0,Permanent transfer to Al-Ahli,193,0,767,0.0,0.0,False,767,0.0,0.0,331,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,767,0,334,0,0,0,0.00,0.0,0,0,0.0,5534,0,,0.0,334,0.0,0.0,3,0.0,0,0,0.00,761,767,,0.0,0,13,0.0,21,0,0,0,0,0.0,767,0
361,Stefan Ortega Moreno,38,GKP,Man City,Ortega Moreno,3134,32,,32,0,203,,1.0,1,2,a,0.0,,27,0,416,1.0,0.8,False,273,0.0,18.6,31,0.83,,1.0,0.00,0.83,2.0,-2,76221,1,2,0.0,2.0,432,0,29,0,0,0,0.00,,0,0,0.0,77490,-1,,0.0,11,0.0,0.5,826,0.0,12,2,0.00,399,462,,0.0,0,87,1.9,768,90,0,1,0,0.0,452,2
363,Máximo Perrone,44,MID,Man City,Perrone,0,242,2023-08-25T08:39:41.545276Z,245,0,677,,0.0,0,238,u,0.0,Season-long loan to UD Las Palmas,271,0,633,0.0,0.0,False,645,0.0,0.0,205,0.0,0.0,0.0,0.00,0.00,0.0,-1,332,0,1,0.0,0.0,607,0,250,0,0,0,0.00,0.0,0,0,0.0,2246,0,,0.0,242,0.0,0.0,2,0.0,0,0,0.00,576,622,,0.0,0,310,0.0,553,0,0,0,0,0.0,638,0
364,Kalvin Phillips,47,MID,Man City,Phillips,29,191,,200,0,546,,0.0,2,202,a,0.0,,198,0,423,2.02,0.0,False,440,0.14,16.2,266,1.6,,1.0,0.07,1.58,1.0,-3,2016,0,3,9.3,0.0,401,0,200,0,0,0,0.07,,0,0,0.0,4442,0,,0.07,200,0.07,0.9,39,0.0,14,0,0.14,672,401,,6.0,0,202,3.1,313,89,0,0,0,0.0,436,4
365,Rodrigo Hernandez,56,MID,Man City,Rodrigo,2226,16,2023-12-23T22:30:09.724645Z,30,3,81,,1.07,15,50,d,0.0,Ankle injury - 75% chance of playing,24,3,45,1.14,5.1,False,90,0.35,362.2,131,1.06,100.0,1.5,2.80,13.96,3.6,1,1236164,14,-1,296.6,0.0,75,0,47,0,5,0,1.84,75.0,0,4,0.31,1307207,0,,0.14,38,0.21,9.1,10219,1.0,257,0,4.64,293,47,,213.0,1,57,87.1,92,1180,6,0,1,0.2,42,51
366,Sergio Gómez,39,DEF,Man City,Sergio Gómez,1661,152,2023-11-04T21:00:08.878260Z,150,1,183,,0.0,0,148,a,0.0,,67,0,413,0.0,1.0,False,210,0.48,19.4,146,0.12,100.0,1.0,0.08,0.02,2.5,-1,133203,0,1,14.6,0.0,407,0,67,0,0,0,0.00,100.0,0,0,0.0,136833,0,,0.0,134,0.48,1.3,1410,0.0,17,0,0.08,425,377,,4.0,0,244,3.8,759,15,0,0,0,0.0,423,5
367,Zack Steffen,39,GKP,Man City,Steffen,50,44,,44,0,321,,0.0,0,16,a,0.0,,48,0,497,0.0,0.2,False,509,0.0,0.0,43,0.0,,1.0,0.00,0.00,0.0,-1,18851,0,1,0.0,0.0,451,0,44,0,0,0,0.00,,0,0,0.0,15758,0,,0.0,25,0.0,0.0,150,0.0,0,0,0.00,417,480,,0.0,0,76,0.0,744,0,0,0,0,0.0,503,0
368,John Stones,53,DEF,Man City,Stones,3498,138,2023-11-08T09:00:09.561253Z,136,0,112,,0.98,3,143,a,0.0,,48,0,360,0.73,2.9,False,206,0.02,51.4,101,1.05,100.0,1.8,0.07,4.30,2.6,-2,112422,4,2,47.5,0.0,397,0,66,0,0,0,0.00,100.0,0,2,0.49,2217862,0,,0.0,97,0.02,3.4,1685,0.8,86,0,0.07,307,299,,8.0,0,12,10.7,135,368,1,0,0,0.2,371,18
369,Kyle Walker,53,DEF,Man City,Walker,39585,53,,17,1,22,,1.0,20,66,a,0.0,,8,0,146,1.18,15.2,False,147,0.1,227.6,75,0.97,,2.5,1.53,16.42,3.0,3,2105232,17,-3,313.5,0.0,235,0,46,0,4,0,0.21,,0,4,0.24,1174884,0,,0.01,7,0.09,9.6,18028,1.5,307,0,1.74,219,41,,56.0,0,11,59.7,132,1530,1,0,0,0.3,105,51
566,Matheus Luiz Nunes,48,MID,Man City,Matheus N.,106,133,2023-11-16T15:00:10.183986Z,143,1,415,,0.88,9,159,a,0.0,,135,0,317,1.99,0.1,False,363,0.11,80.2,151,1.33,100.0,1.5,0.45,6.05,1.4,-2,21186,4,2,81.9,0.0,309,0,162,0,0,0,0.05,100.0,0,1,0.22,35861,0,,0.01,128,0.1,2.7,85,0.5,58,0,0.50,332,220,,28.0,0,196,19.0,300,408,0,0,1,0.1,317,13
616,Joško Gvardiol,48,DEF,Man City,Gvardiol,5918,69,,44,0,100,,1.01,14,18,a,0.0,,41,0,179,1.18,3.4,False,220,0.1,193.0,86,1.08,,2.2,0.67,12.83,2.5,-2,574974,12,2,139.4,0.0,147,0,72,0,1,0,0.53,,0,3,0.25,633459,0,,0.04,28,0.06,6.7,4068,1.2,195,0,1.20,253,135,,115.0,0,35,44.8,301,1065,2,0,0,0.3,166,32
678,Jérémy Doku,65,MID,Man City,Doku,1468,39,2023-12-03T23:30:11.101545Z,32,5,107,,1.17,11,23,d,0.0,Muscle injury - 50% chance of playing,30,2,106,1.43,3.1,False,32,0.44,273.6,180,0.84,50.0,0.6,2.55,6.43,4.5,0,1316748,9,0,263.0,0.0,38,0,20,0,9,0,0.88,50.0,0,0,0.0,1038286,0,,0.11,47,0.33,7.5,32920,0.2,211,0,3.43,398,59,,327.0,1,28,86.4,47,693,2,0,0,0.0,44,49
762,Mahamadou Susoho,45,MID,Man City,Susoho,17,276,,279,0,763,,0.0,0,276,a,0.0,,328,0,686,0.0,0.0,False,694,0.0,0.0,243,0.0,,1.0,0.00,0.00,0.0,0,27,0,0,0.0,0.0,674,0,282,0,0,0,0.00,,0,0,0.0,10,0,,0.0,277,0.0,0.0,8,0.0,0,0,0.00,638,682,,0.0,0,257,0.0,440,0,0,0,0,0.0,692,0
209,Mason Mount,68,MID,Man Utd,Mount,20,156,2023-11-26T22:00:09.729165Z,147,0,197,,0.91,6,143,i,0.1,Calf injury - Expected back 14 Jan,68,0,358,1.36,0.8,False,355,0.12,53.0,330,1.57,25.0,0.0,0.32,6.92,1.5,-2,24686,4,2,86.3,0.0,274,0,156,0,0,0,0.20,0.0,0,1,0.23,280165,0,,0.05,124,0.07,1.8,518,0.0,51,0,0.52,759,212,,40.0,0,20,18.0,36,397,1,0,0,0.0,323,12
370,Alex Telles,45,DEF,Man Utd,Alex Telles,0,246,2023-07-24T09:56:30.018038Z,246,0,712,,0.0,0,244,u,0.0,Permanent transfer to Al Nassr,241,0,642,0.0,0.0,False,654,0.0,0.0,235,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,624,0,245,0,0,0,0.00,0.0,0,0,0.0,702,0,,0.0,246,0.0,0.0,0,0.0,0,0,0.00,589,637,,0.0,0,59,0.0,365,0,0,0,0,0.0,647,0
371,Amad Diallo,44,MID,Man Utd,Amad,16,246,2023-08-07T17:30:06.162100Z,249,0,615,,0.0,0,243,d,0.1,Lack of match fitness - 75% chance of playing,236,0,637,0.0,0.0,False,649,0.0,0.0,210,0.0,25.0,0.4,0.00,0.00,0.0,-1,957,0,1,0.0,0.0,613,0,254,0,0,0,0.00,75.0,0,0,0.0,3768,0,,0.0,247,0.0,0.0,19,0.0,0,0,0.00,582,628,,0.0,0,315,0.0,561,0,0,0,0,0.0,642,0
372,Antony Matheus dos Santos,68,MID,Man Utd,Antony,475,112,2023-11-27T21:30:09.963562Z,83,0,224,,1.08,10,74,a,2.0,,71,0,280,1.08,0.6,False,331,0.29,110.6,102,1.51,100.0,2.0,1.28,14.03,1.7,-2,28733,10,2,225.0,0.0,119,0,143,0,0,0,1.43,100.0,2,3,0.32,110653,0,,0.15,57,0.14,3.5,649,1.5,99,0,2.71,224,73,,152.0,0,23,48.3,40,836,3,0,0,0.2,150,24
373,Bruno Borges Fernandes,82,MID,Man Utd,B.Fernandes,4877,8,2023-12-09T17:30:09.516585Z,5,3,41,1.0,1.0,23,28,a,2.2,,13,3,22,1.35,10.1,False,74,0.57,428.0,93,1.69,100.0,2.2,5.34,28.72,3.8,-3,1334119,17,3,725.2,0.0,43,0,39,0,10,1,4.46,100.0,1,5,0.29,2933584,0,1.0,0.26,1,0.31,7.9,21298,1.7,287,0,9.80,206,2,2.0,313.0,2,7,146.6,11,1530,6,0,0,0.2,7,65
374,Brandon Williams,40,DEF,Man Utd,B.Williams,0,196,2023-08-25T08:38:04.574841Z,197,0,468,,0.0,0,184,u,0.0,Season-long loan to Ipswich Town,180,0,537,0.0,0.1,False,549,0.0,0.0,168,0.0,0.0,0.0,0.00,0.00,0.0,0,1224,0,0,0.0,0.0,495,0,193,0,0,0,0.00,0.0,0,0,0.0,12560,0,,0.0,196,0.0,0.0,53,0.0,0,0,0.00,461,523,,0.0,0,183,0.0,661,0,0,0,0,0.0,545,0
375,Eric Bailly,40,DEF,Man Utd,Bailly,0,188,2023-09-06T09:24:44.178755Z,189,0,421,,0.0,0,176,u,0.0,Permanent transfer to Süper Lig club Beşiktaş,165,0,525,0.0,0.1,False,537,0.0,0.0,159,0.0,0.0,0.0,0.00,0.00,0.0,0,2895,0,0,0.0,0.0,483,0,185,0,0,0,0.00,0.0,0,0,0.0,16158,0,,0.0,188,0.0,0.0,49,0.0,0,0,0.00,448,511,,0.0,0,174,0.0,648,0,0,0,0,0.0,533,0
376,Carlos Henrique Casimiro,53,MID,Man Utd,Casemiro,24,87,2023-11-02T11:00:08.456584Z,92,0,137,,1.11,11,86,i,0.0,Hamstring injury - Expected back 14 Jan,41,1,212,1.53,2.0,False,205,0.33,167.2,311,1.52,0.0,0.0,0.41,10.94,2.6,-2,141744,8,2,112.6,0.0,138,0,90,0,0,0,1.91,0.0,0,2,0.28,441902,-1,,0.27,104,0.06,4.0,1038,0.0,94,0,2.32,728,161,,123.0,0,82,40.3,133,648,1,1,0,0.0,187,21
377,Diogo Dalot Teixeira,51,DEF,Man Utd,Dalot,2808,22,2023-12-17T21:30:09.016397Z,9,1,104,,0.98,20,39,a,0.0,,44,1,69,1.31,3.3,False,87,0.12,315.6,32,1.72,0.0,3.7,1.26,26.19,3.6,1,582110,15,-1,317.3,0.0,186,0,20,0,8,0,0.56,100.0,0,5,0.33,462285,0,,0.04,6,0.08,11.2,18394,3.2,304,0,1.82,97,40,4.0,82.0,2,17,71.6,164,1374,3,0,1,0.6,70,57
379,Christian Eriksen,58,MID,Man Utd,Eriksen,147,96,2023-11-12T02:00:09.638191Z,106,1,262,4.0,0.89,12,121,a,0.5,,85,1,236,1.78,0.4,False,226,0.19,149.0,179,1.88,75.0,0.7,0.88,12.70,2.5,-2,45512,6,2,129.9,0.0,228,0,98,0,4,0,0.43,100.0,1,1,0.15,76711,0,,0.06,98,0.13,5.2,217,0.2,138,0,1.31,397,147,,59.0,0,44,33.9,69,608,0,0,0,0.0,217,30
380,Álvaro Fernández Carreras,40,DEF,Man Utd,Fernandez,0,223,2023-09-02T08:57:43.838494Z,223,0,382,,0.0,0,212,u,0.0,Season-long loan to Granada CF,146,0,578,0.0,0.1,False,590,0.0,0.0,196,0.0,0.0,0.0,0.00,0.00,0.0,0,5187,0,0,0.0,0.0,537,0,220,0,0,0,0.00,0.0,0,0,0.0,25089,0,,0.0,222,0.0,0.0,59,0.0,0,0,0.00,503,563,,0.0,0,217,0.0,709,0,0,0,0,0.0,585,0
381,Frederico Rodrigues de Paula Santos,50,MID,Man Utd,Fred,0,317,2023-08-14T03:59:16.804199Z,317,0,549,,0.0,0,315,u,0.0,Permanent transfer to Fenerbahce,200,0,740,0.0,0.0,False,740,0.0,0.0,295,0.0,0.0,0.0,0.00,0.00,0.0,0,322,0,0,0.0,0.0,732,0,317,0,0,0,0.00,0.0,0,0,0.0,10763,0,,0.0,315,0.0,0.0,8,0.0,0,0,0.00,709,735,,0.0,0,106,0.0,172,0,0,0,0,0.0,740,0
382,Alejandro Garnacho,47,MID,Man Utd,Garnacho,9527,108,,52,1,119,,1.02,11,13,a,4.0,,35,1,268,1.12,2.6,False,241,0.36,121.4,37,1.73,,4.0,0.73,16.92,2.3,-3,335844,10,3,211.3,0.0,25,0,106,0,0,0,2.87,,2,5,0.51,336725,-1,,0.29,61,0.07,7.9,12811,3.5,93,0,3.60,73,79,,380.0,0,211,70.8,327,882,2,1,0,0.7,75,37
383,Hannibal Mejbri,44,MID,Man Utd,Hannibal,56,158,,178,0,352,,0.69,1,186,a,0.8,,110,1,363,0.69,0.2,False,214,0.35,48.2,159,2.41,,0.8,0.48,3.48,2.5,-1,45323,1,1,29.8,0.0,375,0,93,0,0,0,0.03,,0,1,0.69,38216,0,,0.02,176,0.33,2.3,409,0.3,33,0,0.51,355,337,,13.0,0,307,9.0,547,130,1,0,0,0.1,386,10
384,Tom Heaton,40,GKP,Man Utd,Heaton,47,54,2023-08-11T13:00:07.024643Z,54,0,428,,0.0,0,28,a,0.5,,62,0,511,0.0,0.1,False,523,0.0,0.0,53,0.0,100.0,0.5,0.00,0.00,0.0,0,2368,0,0,0.0,0.0,468,0,54,0,0,0,0.00,100.0,0,0,0.0,8222,0,,0.0,37,0.0,0.0,74,0.0,0,0,0.00,433,496,,0.0,0,36,0.0,630,0,0,0,0,0.0,518,0
386,Victor Lindelöf,45,DEF,Man Utd,Lindelof,21,65,2023-12-08T17:00:10.069759Z,64,1,259,,1.0,10,85,i,0.8,Groin Injury - Expected back 01 Feb,102,1,170,1.0,0.4,False,96,0.06,199.4,85,1.61,50.0,0.0,0.30,16.08,3.5,0,86047,10,0,93.7,0.0,273,0,22,0,3,0,0.25,0.0,0,3,0.3,76761,0,,0.03,51,0.03,9.3,3542,1.2,201,0,0.55,248,195,,40.0,1,64,33.4,373,898,1,0,0,0.3,218,42
387,Harry Maguire,42,DEF,Man Utd,Maguire,203,58,2023-12-12T23:30:09.929749Z,72,2,145,,0.97,12,59,i,0.0,Groin Injury - Expected back 14 Jan,58,0,152,1.29,1.8,False,108,0.08,218.8,54,1.85,0.0,0.0,0.28,17.16,3.3,-3,415375,9,3,39.4,0.0,225,0,25,0,2,0,0.42,0.0,0,3,0.32,301573,-1,,0.05,105,0.03,8.6,24360,2.2,173,0,0.70,150,314,,60.0,0,156,32.0,620,836,1,1,0,0.5,228,36
388,Kobbie Mainoo,44,MID,Man Utd,Mainoo,1445,149,2023-08-06T23:30:05.871870Z,168,0,361,,1.12,3,183,a,2.0,,113,0,343,0.84,0.2,False,248,0.05,62.6,98,2.14,100.0,2.0,0.16,7.65,2.2,-1,24375,4,1,26.7,0.0,367,0,110,0,0,0,0.03,100.0,2,2,0.56,12568,0,,0.01,179,0.04,2.0,775,1.5,46,0,0.19,216,345,,15.0,0,319,10.5,566,321,1,0,0,0.3,374,9
389,Tyrell Malacia,43,DEF,Man Utd,Malacia,6,239,2023-08-06T23:30:05.886466Z,239,0,598,,0.0,0,236,i,0.0,Knee injury - Expected back 14 Jan,213,0,601,0.0,0.0,False,614,0.0,0.0,219,0.0,0.0,0.0,0.00,0.00,0.0,-2,616,0,2,0.0,0.0,572,0,237,0,0,0,0.00,0.0,0,0,0.0,4650,0,,0.0,239,0.0,0.0,23,0.0,0,0,0.00,535,590,,0.0,0,145,0.0,594,0,0,0,0,0.0,608,0
390,Anthony Martial,64,FWD,Man Utd,Martial,73,38,2023-12-13T16:00:09.904961Z,38,1,277,,1.03,6,39,d,2.1,Illness - 75% chance of playing,42,1,332,1.23,0.3,False,307,0.28,67.2,16,1.75,75.0,2.1,0.14,8.54,1.9,-1,33722,5,1,85.0,0.0,168,0,39,0,2,0,1.24,75.0,0,1,0.21,44372,0,2.0,0.25,32,0.03,3.9,840,2.3,73,0,1.38,148,213,,97.0,1,18,24.5,51,439,0,0,0,0.4,281,25
391,Lisandro Martínez,47,DEF,Man Utd,Martinez,57,124,2023-09-23T22:30:07.521955Z,134,1,127,,1.2,8,157,i,0.0,Foot injury - Expected back 14 Jan,54,0,322,1.92,2.2,False,443,0.02,74.0,242,1.32,0.0,0.0,0.08,5.51,1.0,-3,83524,5,3,43.5,0.0,426,0,152,1,0,0,0.00,0.0,0,0,0.0,575874,0,,0.0,102,0.02,1.1,943,0.0,74,0,0.08,675,307,,2.0,0,40,11.9,320,375,2,0,0,0.0,363,5
392,Scott McTominay,49,MID,Man Utd,McTominay,10016,26,2023-09-27T09:00:08.838995Z,51,0,128,,1.02,14,27,a,4.8,,37,5,65,1.19,2.2,False,48,0.33,319.4,24,1.83,100.0,4.8,0.21,21.43,4.1,-1,376225,12,1,75.8,0.0,42,0,29,0,5,0,3.60,100.0,2,5,0.43,168178,0,,0.31,130,0.02,12.7,16565,4.3,197,0,3.80,38,227,,313.0,2,152,71.0,235,1056,0,0,0,0.9,74,62
